"","source","country","scientific_name","status"
"5876","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Daucus carota. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21054;22294 [Accessed 6th November 2009].)","United Kingdom","Daucus carota","natur"
"5877","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Daucus carota. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21054;26244 [Accessed 6th November 2009].)","Czech Republic","Daucus carota","natur"
"5878","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Daucus carota. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21054;28564 [Accessed 6th November 2009].)","France","Daucus carota","natur"
"58791","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Daucus carota. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21054;29724 [Accessed 6th November 2009].)","United Kingdom","Daucus carota","natur"
"5880","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Daucus carota. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21054;31797 [Accessed 6th November 2009].)","United Kingdom","Daucus carota","natur"
"5881","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Daucus carota. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21054;34759 [Accessed 6th November 2009].)","Ireland","Daucus carota","natur"
"5889","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Foeniculum vulgare. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21111;25669 [Accessed 6th November 2009].)","Bulgaria","Foeniculum vulgare","natur"
"5892","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Foeniculum vulgare. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21111;28454 [Accessed 6th November 2009].)","France","Foeniculum vulgare","natur"
"5900","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Foeniculum vulgare. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21111;116357 [Accessed 6th November 2009].)","Ukraine","Foeniculum vulgare","natur"
"5901","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Foeniculum vulgare. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21119;322 [Accessed 6th November 2009].)","Portugal","Foeniculum vulgare","natur"
"5928","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Pastinaca sativa. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21238;2143 [Accessed 6th November 2009].)","Austria","Pastinaca sativa","natur"
"5932","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Pastinaca sativa. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21238;45002 [Accessed 6th November 2009].)","Sweden","Pastinaca sativa","natur"
"5933","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Pastinaca sativa. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21238;45003 [Accessed 6th November 2009].)","Denmark","Pastinaca sativa","natur"
"5935","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Pastinaca sativa. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21238;116415 [Accessed 6th November 2009].)","Ukraine","Pastinaca sativa","natur"
"5936","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Pastinaca sativa. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21242;26741 [Accessed 6th November 2009].)","Czech Republic","Pastinaca sativa","natur"
"5937","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Pastinaca sativa. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21244;4343 [Accessed 6th November 2009].)","Belgium","Pastinaca sativa","natur"
"5939","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Pastinaca sativa. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21244;26742 [Accessed 6th November 2009].)","Czech Republic","Pastinaca sativa","natur"
"5940","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Torilis japonica. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21378;25247 [Accessed 6th November 2009].)","Bulgaria","Torilis japonica","natur"
"5941","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Hedera helix. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21439;50106 [Accessed 6th November 2009].)","Latvia","Hedera helix","natur"
"5942","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Hedera helix. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21442;13752 [Accessed 6th November 2009].)","Hungary","Hedera helix","natur"
"5943","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Hedera helix. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21442;49290 [Accessed 6th November 2009].)","Denmark","Hedera helix","natur"
"5944","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Hedera helix. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21442;49291 [Accessed 6th November 2009].)","Sweden","Hedera helix","natur"
"5945","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Hedera helix. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21442;50107 [Accessed 6th November 2009].)","Latvia","Hedera helix","natur"
"5949","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Nymphoides peltata. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21451;49016 [Accessed 6th November 2009].)","Sweden","Nymphoides peltata","natur"
"5952","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Nymphoides peltata. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21451;1030536 [Accessed 6th November 2009].)","Sweden","Nymphoides peltata","natur"
"5960","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Campanula rapunculoides. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21497;46136 [Accessed 6th November 2009].)","Finland","Campanula rapunculoides","natur"
"5961","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Campanula rapunculoides. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21497;46137 [Accessed 6th November 2009].)","Sweden","Campanula rapunculoides","natur"
"5962","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Campanula rapunculoides. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21497;46138 [Accessed 6th November 2009].)","Denmark","Campanula rapunculoides","natur"
"5963","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Campanula rapunculoides. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21497;46139 [Accessed 6th November 2009].)","Norway","Campanula rapunculoides","natur"
"5968","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Achillea millefolium. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21596;3129 [Accessed 6th November 2009].)","Portugal","Achillea millefolium","natur"
"5969","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Achillea millefolium. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21596;3410 [Accessed 6th November 2009].)","Spain","Achillea millefolium","natur"
"5971","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Achillea millefolium. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21596;15892 [Accessed 6th November 2009].)","Portugal","Achillea millefolium","natur"
"5973","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Achillea millefolium. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21596;45086 [Accessed 6th November 2009].)","Sweden","Achillea millefolium","natur"
"5975","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Achillea millefolium. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21599;8596 [Accessed 6th November 2009].)","France","Achillea millefolium","natur"
"5979","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Acroptilon repens. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21634;7251 [Accessed 6th November 2009].)","Cyprus","Acroptilon repens","natur"
"5989","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Acroptilon repens. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21634;116574 [Accessed 6th November 2009].)","Ukraine","Acroptilon repens","natur"
"5992","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Chondrilla juncea. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21649;25678 [Accessed 6th November 2009].)","Bulgaria","Chondrilla juncea","natur"
"6051","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21756;17840 [Accessed 6th November 2009].)","Slovakia","Cichorium intybus","natur"
"6052","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21756;22250 [Accessed 6th November 2009].)","United Kingdom","Cichorium intybus","natur"
"6053","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21756;24154 [Accessed 6th November 2009].)","Germany","Cichorium intybus","natur"
"6054","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21756;25541 [Accessed 6th November 2009].)","Bulgaria","Cichorium intybus","natur"
"6055","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21756;28440 [Accessed 6th November 2009].)","France","Cichorium intybus","natur"
"6056","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21756;29595 [Accessed 6th November 2009].)","United Kingdom","Cichorium intybus","natur"
"6057","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21756;30721 [Accessed 6th November 2009].)","United Kingdom","Cichorium intybus","natur"
"6058","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21756;31668 [Accessed 6th November 2009].)","United Kingdom","Cichorium intybus","natur"
"6059","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21756;33033 [Accessed 6th November 2009].)","United Kingdom","Cichorium intybus","natur"
"6062","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21756;45281 [Accessed 6th November 2009].)","Sweden","Cichorium intybus","natur"
"60631","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21756;45282 [Accessed 6th November 2009].)","Denmark","Cichorium intybus","natur"
"6065","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21759;26142 [Accessed 6th November 2009].)","Czech Republic","Cichorium intybus","natur"
"6066","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21761;26143 [Accessed 6th November 2009].)","Czech Republic","Cichorium intybus","natur"
"6067","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cichorium intybus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21763;18393 [Accessed 6th November 2009].)","Slovakia","Cichorium intybus","natur"
"6068","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cirsium arvense. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21809;3166 [Accessed 6th November 2009].)","Portugal","Cirsium arvense","natur"
"60691","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cirsium arvense. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21809;25542 [Accessed 6th November 2009].)","Bulgaria","Cirsium arvense","natur"
"6070","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cirsium arvense. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21809;26144 [Accessed 6th November 2009].)","Czech Republic","Cirsium arvense","natur"
"60931","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cirsium palustre. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21832;3167 [Accessed 6th November 2009].)","Portugal","Cirsium palustre","natur"
"60941","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cirsium vulgare. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21837;3168 [Accessed 6th November 2009].)","Portugal","Cirsium vulgare","natur"
"60951","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cirsium vulgare. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21837;17841 [Accessed 6th November 2009].)","Slovakia","Cirsium vulgare","natur"
"6096","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cirsium vulgare. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21837;25082 [Accessed 6th November 2009].)","Bulgaria","Cirsium vulgare","natur"
"60971","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cirsium vulgare. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21837;26157 [Accessed 6th November 2009].)","Czech Republic","Cirsium vulgare","natur"
"60981","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cirsium vulgare. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21837;45306 [Accessed 6th November 2009].)","Finland","Cirsium vulgare","natur"
"60991","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cirsium vulgare. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21837;45307 [Accessed 6th November 2009].)","Sweden","Cirsium vulgare","natur"
"61001","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Cirsium vulgare. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21837;45309 [Accessed 6th November 2009].)","Norway","Cirsium vulgare","natur"
"61021","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;3127 [Accessed 6th November 2009].)","Portugal","Anthemis arvensis","natur"
"6103","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;15368 [Accessed 6th November 2009].)","Liechtenstein","Anthemis arvensis","natur"
"61041","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;17704 [Accessed 6th November 2009].)","Slovakia","Anthemis arvensis","natur"
"61051","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;22155 [Accessed 6th November 2009].)","United Kingdom","Anthemis arvensis","natur"
"61061","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;24008 [Accessed 6th November 2009].)","Germany","Anthemis arvensis","natur"
"61071","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;25536 [Accessed 6th November 2009].)","Bulgaria","Anthemis arvensis","natur"
"61081","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;25890 [Accessed 6th November 2009].)","Czech Republic","Anthemis arvensis","natur"
"61091","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;28296 [Accessed 6th November 2009].)","France","Anthemis arvensis","natur"
"61101","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;29424 [Accessed 6th November 2009].)","United Kingdom","Anthemis arvensis","natur"
"61111","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;30566 [Accessed 6th November 2009].)","United Kingdom","Anthemis arvensis","natur"
"61121","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;31498 [Accessed 6th November 2009].)","United Kingdom","Anthemis arvensis","natur"
"61131","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;32862 [Accessed 6th November 2009].)","United Kingdom","Anthemis arvensis","natur"
"6114","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;34584 [Accessed 6th November 2009].)","Ireland","Anthemis arvensis","natur"
"61151","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;45121 [Accessed 6th November 2009].)","Finland","Anthemis arvensis","natur"
"61161","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;45122 [Accessed 6th November 2009].)","Sweden","Anthemis arvensis","natur"
"61171","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;45123 [Accessed 6th November 2009].)","Denmark","Anthemis arvensis","natur"
"61181","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;45124 [Accessed 6th November 2009].)","Norway","Anthemis arvensis","natur"
"6120","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis arvensis. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21847;116735 [Accessed 6th November 2009].)","Ukraine","Anthemis arvensis","natur"
"6121","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;267 [Accessed 6th November 2009].)","Portugal","Anthemis cotula","natur"
"6122","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;15898 [Accessed 6th November 2009].)","Portugal","Anthemis cotula","natur"
"6123","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;17706 [Accessed 6th November 2009].)","Slovakia","Anthemis cotula","natur"
"6124","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;22156 [Accessed 6th November 2009].)","United Kingdom","Anthemis cotula","natur"
"61251","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;24010 [Accessed 6th November 2009].)","Germany","Anthemis cotula","natur"
"6126","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;25071 [Accessed 6th November 2009].)","Bulgaria","Anthemis cotula","natur"
"61271","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;25892 [Accessed 6th November 2009].)","Czech Republic","Anthemis cotula","natur"
"6128","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;28393 [Accessed 6th November 2009].)","France","Anthemis cotula","natur"
"6129","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;29540 [Accessed 6th November 2009].)","United Kingdom","Anthemis cotula","natur"
"6130","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;30667 [Accessed 6th November 2009].)","United Kingdom","Anthemis cotula","natur"
"6131","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;31613 [Accessed 6th November 2009].)","United Kingdom","Anthemis cotula","natur"
"6132","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;32978 [Accessed 6th November 2009].)","United Kingdom","Anthemis cotula","natur"
"6137","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;45127 [Accessed 6th November 2009].)","Sweden","Anthemis cotula","natur"
"6138","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;45128 [Accessed 6th November 2009].)","Denmark","Anthemis cotula","natur"
"6139","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;45129 [Accessed 6th November 2009].)","Norway","Anthemis cotula","natur"
"6140","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Anthemis cotula. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21855;116736 [Accessed 6th November 2009].)","Ukraine","Anthemis cotula","natur"
"6184","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Arctium minus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21987;3164 [Accessed 6th November 2009].)","Portugal","Arctium minus","natur"
"6185","GISIN_Species Statuses. Uploaded on 24th Nov 2015 (DAISIE European Invasive Alien Species Gateway, 2008. Arctium minus. Available from: http://www.europe-aliens.org/speciesInRegion.do?speciesInRegionId=21987;18384 [Accessed 6th November 2009].)","Slovakia","Arctium minus","natur"
